"geneSymbol","diseaseName"
"SLC12A5","Colorectal Carcinoma|Febrile Convulsions|Epilepsy|Epilepsy, Temporal Lobe|Uncinate Epilepsy|Hyperalgesia|Jacksonian Seizure|Schizophrenia|Seizures|Status Epilepticus|Epilepsy, Cryptogenic|Complex partial seizures|Generalized seizures|Clonic Seizures|Aura|Petit mal status|Visual seizure|Tonic Seizures|Epileptic drop attack|Idiopathic generalized epilepsy|Grand Mal Status Epilepticus|Epilepsy, Benign Psychomotor, Childhood|Epilepsy, Lateral Temporal|Complex Partial Status Epilepticus|Seizures, Somatosensory|Seizures, Auditory|Olfactory seizure|Gustatory seizure|Vertiginous seizure|Allodynia|Tonic - clonic seizures|Mood Disorders|Non-epileptic convulsion|Single Seizure|Awakening Epilepsy|Atonic Absence Seizures|Hyperalgesia, Primary|Hyperalgesia, Secondary|Tactile Allodynia|Hyperalgesia, Thermal|Convulsive Seizures|Seizures, Focal|Seizures, Sensory|Status Epilepticus, Subclinical|Non-Convulsive Status Epilepticus|Simple Partial Status Epilepticus|Mechanical Allodynia|Nonepileptic Seizures|Convulsions|EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14|EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34|Absence Seizures|Epileptic Seizures|Myoclonic Seizures|Generalized Absence Seizures"
"SLC12A6","Bipolar Disorder|Corpus callosum agenesis neuronopathy|Peripheral Nervous System Diseases"
"SLC12A7","Malignant neoplasm of urinary bladder|Bladder Neoplasm"
"SLC13A4","Hepatitis, Toxic|Liver Cirrhosis|Fibrosis, Liver|Drug-Induced Liver Disease|Hepatitis, Drug-Induced|Drug-Induced Acute Liver Injury|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity"
"SLC13A5","Fatty Liver|Kohlschutter Tonz syndrome|Deficiency of glutamate decarboxylase|EPILEPSY, PYRIDOXINE-DEPENDENT|Steatohepatitis|EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA"
"SLC14A1","Autoimmune hemolytic anemia|Anemia, Hemolytic, Idiopathic Acquired|Cold Hemagglutinin Disease|Idiopathic Autoimmune Hemolytic Anemia"
"SLC15A2","melanoma|Adenocarcinoma of lung (disorder)"
"SLC15A3","Liver Cirrhosis, Experimental"
"SLC15A4","Lupus Erythematosus, Systemic|Libman-Sacks Disease"
"SLC16A1","Malignant tumor of colon|Neoplastic Cell Transformation|Colonic Neoplasms|Erythrocyte Lactate Transporter Defect|Hyperinsulinemic hypoglycemia, familial, 7|MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY"
"SLC16A12","Nephritis, Interstitial|Nephritis, Tubulointerstitial|Cataract, Juvenile, With Microcornea And Glucosuria|CATARACT 47"
"SLC16A2","Cholestasis|Allan-Herndon-Dudley syndrome (AHDS)|Autism Spectrum Disorders"
"SLC16A3","Malignant neoplasm of breast|Malignant neoplasm of stomach|Stomach Neoplasms|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Hereditary Diffuse Gastric Cancer|Mammary Carcinoma, Human"
"SLC16A6","Endometriosis|Endometrioma"
"SLC16A7","Obesity"
"SLC16A8","Age related macular degeneration"
"SLC17A1","Liver Cirrhosis, Experimental"
"SLC17A2","Liver Cirrhosis|Liver Cirrhosis, Experimental|Fibrosis, Liver"
"SLC17A3","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4"
"SLC17A5","Alcoholic Intoxication, Chronic|Hydrops Fetalis|melanoma|Sialuria|Infantile Sialic Acid Storage Disease|Sialic Acid Storage Disease, Finnish Type (disorder)"
"SLC17A6","Bipolar Disorder|Malignant neoplasm of breast|Learning Disorders|Memory Disorders|Schizophrenia|Unipolar Depression|Memory impairment|Adult Learning Disorders|Learning Disturbance|Learning Disabilities|Age-Related Memory Disorders|Memory Disorder, Semantic|Memory Disorder, Spatial|Memory Loss|Major Depressive Disorder|Developmental Academic Disorder"
"SLC17A7","Bipolar Disorder|Jacksonian Seizure|Learning Disorders|Memory Disorders|Schizophrenia|Seizures|Complex partial seizures|Anhedonia|Memory impairment|Generalized seizures|Clonic Seizures|Visual seizure|Tonic Seizures|Epileptic drop attack|Seizures, Somatosensory|Seizures, Auditory|Olfactory seizure|Gustatory seizure|Vertiginous seizure|Tonic - clonic seizures|Non-epileptic convulsion|Single Seizure|Atonic Absence Seizures|Adult Learning Disorders|Learning Disturbance|Learning Disabilities|Age-Related Memory Disorders|Memory Disorder, Semantic|Memory Disorder, Spatial|Memory Loss|Convulsive Seizures|Seizures, Focal|Seizures, Sensory|Developmental Academic Disorder|Nonepileptic Seizures|Convulsions|Absence Seizures|Epileptic Seizures|Myoclonic Seizures|Generalized Absence Seizures"
"SLC17A8","hearing impairment|DEAFNESS, AUTOSOMAL DOMINANT 25 (disorder)|Nonsyndromic Deafness"
"SLC17A9","Porokeratosis, Disseminated Superficial Actinic|POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE"
"SLC18A1","Bipolar Disorder|Mental Depression|Depressive disorder|Schizophrenia"
"SLC18A2","Alcoholic Intoxication, Chronic|Bipolar Disorder|Mental Depression|Depressive disorder|Nerve Degeneration|nervous system disorder|Parkinson Disease|Schizophrenia|Cocaine-induced mood disorder|Parkinsonian Disorders|Ramsay Hunt Paralysis Syndrome|Severe major depression with psychotic features|Cocaine Dependence|Autosomal Dominant Juvenile Parkinson Disease|Autosomal Dominant Parkinsonism|Autosomal Recessive Parkinsonism|Parkinsonism, Experimental|Familial Juvenile Parkinsonism|Parkinsonism, Juvenile|PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE|PARKINSONISM-DYSTONIA, INFANTILE, 2"
"SLC18A3","Arthrogryposis|Myasthenic Syndromes, Congenital|Congenital Myasthenic Syndromes, Postsynaptic|Congenital Myasthenic Syndromes, Presynaptic|Myasthenic Syndromes, Congenital, Slow Channel|Pena-Shokeir syndrome type I|MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC"
"SLC19A1","Adenoma|Autistic Disorder|Malignant neoplasm of urinary bladder|Bladder Neoplasm|Malignant tumor of colon|Cleft upper lip|Cleft Palate|Colonic Neoplasms|Colorectal Carcinoma|Colorectal Neoplasms|Down Syndrome|Drug toxicity|Childhood Acute Lymphoblastic Leukemia|L2 Acute Lymphoblastic Leukemia|nervous system disorder|Adverse reaction to drug|Adenocarcinoma of lung (disorder)|Adenoma, Basal Cell|Follicular adenoma|Adenoma, Microcystic|Adenoma, Monomorphic|Papillary adenoma|Adenoma, Trabecular|Down Syndrome, Partial Trisomy 21|Trisomy 21, Meiotic Nondisjunction|Trisomy 21, Mitotic Nondisjunction|Cleft palate, isolated|Precursor Cell Lymphoblastic Leukemia Lymphoma"
"SLC19A2","Liver Cirrhosis, Experimental|Neonatal diabetes mellitus|Thiamine-responsive megaloblastic anemia|Thiamine responsive megaloblastic anemia syndrome"
"SLC19A3","Basal Ganglia Diseases|Dystonia|Extrapyramidal Disorders|Leigh Disease|Lenticulostriate Disorders|LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY|Basal ganglia disease, biotin-responsive|Leigh Syndrome Due To Mitochondrial Complex II Deficiency|Leigh Syndrome due to Mitochondrial Complex III Deficiency|Leigh Syndrome due to Mitochondrial Complex IV Deficiency|Leigh Syndrome due to Mitochondrial Complex V Deficiency|Necrotizing encephalopathy, infantile subacute, of Leigh"
"SLC1A1","Bipolar Disorder|Brain Diseases|Cognition Disorders|Mental Depression|Depressive disorder|Endometriosis|Epilepsy|Epilepsy, Temporal Lobe|Uncinate Epilepsy|Jacksonian Seizure|Nerve Degeneration|Retinal Degeneration|Schizophrenia|Seizures|Encephalopathies|Epilepsy, Cryptogenic|Complex partial seizures|Low Tension Glaucoma|Generalized seizures|Clonic Seizures|Aura|Endometrioma|Visual seizure|Tonic Seizures|Epileptic drop attack|Atrophic|Epilepsy, Benign Psychomotor, Childhood|Epilepsy, Lateral Temporal|Immersion Related Epilepsy|Seizures, Somatosensory|Seizures, Auditory|Olfactory seizure|Gustatory seizure|Vertiginous seizure|Cortical Dysplasia|Tonic - clonic seizures|Non-epileptic convulsion|Single Seizure|Awakening Epilepsy|Atonic Absence Seizures|Convulsive Seizures|Seizures, Focal|Seizures, Sensory|Autism Spectrum Disorders|Dicarboxylicaminoaciduria|Malformations of Cortical Development|Nonepileptic Seizures|Convulsions|Absence Seizures|Epileptic Seizures|Myoclonic Seizures|Generalized Absence Seizures|EPILEPSY, HOT WATER, 1"
"SLC1A2","Alcoholic Intoxication, Chronic|Amyotrophic Lateral Sclerosis|Bipolar Disorder|Cocaine Abuse|Mental Depression|Depressive disorder|Diabetes Mellitus, Non-Insulin-Dependent|Epilepsy|Malignant neoplasm of stomach|Nerve Degeneration|Schizophrenia|Stomach Neoplasms|Epilepsy, Cryptogenic|Aura|Cocaine-Related Disorders|Amyotrophic Lateral Sclerosis With Dementia|Mood Disorders|Amyotrophic Lateral Sclerosis, Guam Form|Epileptic encephalopathy|Cocaine Dependence|Awakening Epilepsy|Hereditary Diffuse Gastric Cancer|Intellectual Disability|EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41"
"SLC1A3","Autistic Disorder|Bipolar Disorder|Epilepsy|Schizophrenia|Epilepsy, Cryptogenic|Anhedonia|Aura|Alternating hemiplegia of childhood|Inherited neuropathies|Awakening Epilepsy|Episodic Ataxia|EPISODIC ATAXIA, TYPE 6 (disorder)"
"SLC1A4","Intellectual Disability|SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY"
"SLC1A6","Bipolar Disorder|Schizophrenia|Unipolar Depression|Major Depressive Disorder"
"SLC1A7","Colorectal Carcinoma"
"SLC20A1","Metabolic Bone Disorder|Endometriosis|Liver Cirrhosis, Experimental|Osteopenia|Endometrioma|Aortic valve calcification"
"SLC20A2","Basal Ganglia Diseases|Calcinosis|Dystonia|Extrapyramidal Disorders|Tumoral calcinosis|Fahr's syndrome (disorder)|Microcalcification|Lenticulostriate Disorders|Idiopathic basal ganglia calcification 1"
"SLC22A1","Malignant tumor of colon|Colonic Neoplasms|Obesity|Liver carcinoma"
"SLC22A10","Non-Small Cell Lung Carcinoma|Glioblastoma|Lymphatic Metastasis|Giant Cell Glioblastoma|ovarian neoplasm|Malignant neoplasm of ovary|Glioblastoma Multiforme|Liver carcinoma"
"SLC22A12","Kidney Failure, Acute|Renal hypouricemia|Acute Kidney Insufficiency|Acute kidney injury"
"SLC22A15","Colorectal Carcinoma|Colorectal Neoplasms"
"SLC22A16","Juvenile-Onset Still Disease|Bipolar I disorder|Juvenile arthritis|Juvenile psoriatic arthritis|Polyarthritis, Juvenile, Rheumatoid Factor Negative|Polyarthritis, Juvenile, Rheumatoid Factor Positive"
"SLC22A18","Alcoholic Intoxication, Chronic|Malignant neoplasm of breast|Lung Neoplasms|Rhabdomyosarcoma|Embryonal Rhabdomyosarcoma|Malignant neoplasm of lung|Breast Cancer, Familial|Breast Carcinoma|Carcinoma of lung|Mammary Neoplasms, Human|Mammary Neoplasms|Rhabdomyosarcoma 1|Mammary Carcinoma, Human"
"SLC22A2","Kidney Diseases|Obesity"
"SLC22A23","Liver Cirrhosis, Experimental"
"SLC22A24","Kidney Failure, Acute|Acute Kidney Insufficiency|Acute kidney injury"
"SLC22A3","Coxsackievirus Infections|Diabetes Mellitus, Non-Insulin-Dependent|Drug abuse|Drug habituation|Drug Use Disorders|Myocarditis|Obesity|Organic Mental Disorders, Substance-Induced|Prostatic Neoplasms|Substance Dependence|Substance Use Disorders|Substance-Related Disorders|Malignant neoplasm of prostate|Substance abuse problem|Carditis|Drug Dependence|Prescription Drug Abuse"
"SLC22A4","Rheumatoid Arthritis|Coxsackievirus Infections|Crohn Disease|Enterovirus Infections|Myocarditis|Carditis"
"SLC22A5","Cardiac Arrhythmia|Cardiomyopathy, Dilated|Coxsackievirus Infections|Crohn Disease|Inflammation|Myocarditis|Shortened QT interval|Propionic acidemia|Renal carnitine transport defect|Malignant mesothelioma|Carditis|Cardiomyopathies|Cardiomyopathy, Familial Idiopathic"
"SLC22A6","Calcinosis|Tumoral calcinosis|Microcalcification"
"SLC22A8","Fatty Liver|Hepatitis, Toxic|Influenza|Liver Cirrhosis|Liver Cirrhosis, Experimental|Fibrosis, Liver|Drug-Induced Liver Disease|Hepatitis, Drug-Induced|Steatohepatitis|Drug-Induced Acute Liver Injury|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity"
"SLC22A9","Malignant neoplasm of breast|Colorectal Carcinoma"
"SLC23A1","Cholestasis|Liver Cirrhosis, Experimental|Respiratory Insufficiency|Intracranial Hemorrhage|Respiratory Depression|Brain hemorrhage|Posterior Fossa Hemorrhage|Respiratory Failure"
"SLC23A2","Cholestasis"
"SLC23A3","Schizophrenia"
"SLC24A1","Disorder of eye|Night blindness, congenital stationary|NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A|NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B|NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2B (disorder)|NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1D|Night Blindness, Congenital Stationary, Type 1A|Night blindness, congenital stationary, type 1|X-Linked Csnb|Cone-rod synaptic disorder, congenital nonprogressive"
"SLC24A3","Adenoid Cystic Carcinoma|Salivary Gland Neoplasms|Malignant neoplasm of salivary gland"
"SLC24A4","Amelogenesis Imperfecta hypomaturation type|Amelogenesis Imperfecta, Type III|AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5"
"SLC24A5","Disorder of eye|Albinism, Oculocutaneous|Skin-Hair-Eye Pigmentation, Variation In, 4|Oculocutaneous albinism type 6|ALBINISM, OCULOCUTANEOUS, TYPE VI"
"SLC25A1","Congenital Myasthenic Syndromes, Presynaptic|Combined D-2- and L-2-hydroxyglutaric aciduria|MYASTHENIC SYNDROME, CONGENITAL, 23, PRESYNAPTIC"
"SLC25A10","Carcinoma|Animal Mammary Neoplasms|Mammary Neoplasms, Experimental|Anaplastic carcinoma|Carcinoma, Spindle-Cell|Undifferentiated carcinoma|Carcinomatosis|Mammary Carcinoma, Animal"
"SLC25A11","Respiratory Distress Syndrome, Adult"
"SLC25A12","Rheumatoid Arthritis|Autistic Disorder|Global developmental delay|Hypomyelination, Global Cerebral|Epileptic encephalopathy with global cerebral demyelination"
"SLC25A13","Liver Cirrhosis, Experimental|CITRULLINEMIA, TYPE II, NEONATAL-ONSET|Adult-onset citrullinemia type 2"
"SLC25A15","HHH syndrome"
"SLC25A19","MICROCEPHALY, AMISH TYPE (disorder)|Progressive polyneuropathy with bilateral striatal necrosis"
"SLC25A20","Carnitine-Acylcarnitine Translocase Deficiency"
"SLC25A22","Early myoclonic encephalopathy|Early infantile epileptic encephalopathy with suppression bursts"
"SLC25A24","Liver Cirrhosis, Experimental|Gorlin Chaudhry Moss syndrome|Progeroid Syndrome, Congenital, Petty Type|Petty Laxova Wiedemann syndrome"
"SLC25A26","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28"
"SLC25A27","Schizophrenia"
"SLC25A29","Hepatitis, Toxic|Drug-Induced Liver Disease|Hepatitis, Drug-Induced|Drug-Induced Acute Liver Injury|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity"
"SLC25A3","Mitochondrial Phosphate Carrier Deficiency"
"SLC25A30","Liver Cirrhosis, Experimental"
"SLC25A32","EXERCISE INTOLERANCE, RIBOFLAVIN-RESPONSIVE"
"SLC25A37","Anemia"
"SLC25A38","Sideroblastic anemia|Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive|ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY|Autosomal recessive sideroblastic anemia"
"SLC25A4","Bipolar Disorder|Hypertrophic Cardiomyopathy|Liver Cirrhosis, Experimental|Mitochondrial Myopathies|Erythrocyte Mean Corpuscular Hemoglobin Test|Diabetic Cardiomyopathies|Cardiomyopathy, Hypertrophic, Familial|Finding of Mean Corpuscular Hemoglobin|Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1|Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2|Cataract and cardiomyopathy|Progeroid Syndrome, Congenital, Petty Type|MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE|MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT|Mitochondrial DNA Depletion Syndrome 12"
"SLC25A42","Mitochondrial Myopathies"
"SLC25A45","melanoma"
"SLC25A46","Charcot-Marie-Tooth Disease|Optic Atrophy|Roussy-Levy Syndrome (disorder)|Charcot-Marie-Tooth Disease, Type Ia (disorder)|Charcot-Marie-Tooth Disease, Type Ib|Hereditary Motor and Sensory-Neuropathy Type II|Hereditary motor and sensory neuropathy with optic atrophy (disorder)|Hereditary Motor and Sensory Neuropathy Type I|NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB"
"SLC25A47","Liver carcinoma"
"SLC25A51","Malignant neoplasm of breast"
"SLC26A1","Hyperoxaluria|Nephrocalcinosis|Urolithiasis|Oxalosis|NEPHROLITHIASIS, CALCIUM OXALATE"
"SLC26A10","Colorectal Carcinoma"
"SLC26A2","Bone Diseases, Developmental|Ear Diseases|Kyphosis deformity of spine|Multiple Epiphyseal Dysplasia|Diastrophic dysplasia|Achondrogenesis, type IB (disorder)|Craniofacial Abnormalities|Disproportionate short stature|EPIPHYSEAL DYSPLASIA, MULTIPLE, 4|Atelosteogenesis type 2|De La Chapelle Dysplasia|Diastrophic Dysplasia, Broad Bone-Platyspondylic Variant"
"SLC26A3","Ulcerative Colitis|Congenital chloride diarrhea"
"SLC26A4","Goiter|Sensorineural Hearing Loss (disorder)|Prostatic Neoplasms|Thyroid Hypoplasia|Pendred's syndrome|Malignant neoplasm of prostate|Mondini defect|Thyroid Agenesis|hearing impairment|Sensory hearing loss|Enlarged Vestibular Aqueduct|DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT"
"SLC26A5","Prelingual Deafness|Deafness|Hearing Loss, Extreme|Complete Hearing Loss|Deafness, Acquired|hearing impairment|DEAFNESS, AUTOSOMAL RECESSIVE 61|Bilateral Deafness|Nonsyndromic Deafness|Deaf Mutism"
"SLC26A6","Liver carcinoma"
"SLC26A7","Schizophrenia"
"SLC26A8","Schizophrenia|Azoospermia, Nonobstructive|SPERMATOGENIC FAILURE 3"
"SLC26A9","Intestinal Obstruction|CYSTIC FIBROSIS MODIFIER 1"
"SLC27A2","Fibrosis|Cirrhosis"
"SLC27A4","ICHTHYOSIS PREMATURITY SYNDROME"
"SLC27A5","Bile acid CoA ligase deficiency and defective amidation"
"SLC27A6","Atrial Fibrillation|Paroxysmal atrial fibrillation|Persistent atrial fibrillation|familial atrial fibrillation"
"SLC28A1","Malignant neoplasm of breast|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Mammary Carcinoma, Human"
"SLC29A1","Alcoholic Intoxication, Chronic|Colorectal Carcinoma|Huntington Disease|Pancreatic Neoplasm|Malignant neoplasm of pancreas|Huntington Disease, Late Onset|Alcohol Withdrawal Seizures|Akinetic-Rigid Variant of Huntington Disease|Juvenile Huntington Disease|Alcohol Withdrawal-Induced Major Motor Seizure|Status Epilepticus, Alcohol Withdrawal-Induced"
"SLC29A3","Mental Depression|Depressive disorder|Diabetes Mellitus, Insulin-Dependent|Congenital Heart Defects|Hepatomegaly|Histiocytosis|Sinus histiocytosis|Hypertrichosis|Hypogonadism|Hyperpigmentation|Diabetes, Autoimmune|Hypogonadotropic hypogonadism|Brittle diabetes|Dysosteosclerosis|Primary hypogonadism|hearing impairment|Histiocytosis with joint contractures and sensorineural deafness|Hypogonadism, Isolated Hypogonadotropic|Diabetes Mellitus, Ketosis-Prone|Autoinflammatory disorder|Diabetes Mellitus, Sudden-Onset"
"SLC2A1","Ataxia|Ataxias, Hereditary|Malignant neoplasm of breast|Malignant tumor of colon|Noninfiltrating Intraductal Carcinoma|Renal Cell Carcinoma|Neoplastic Cell Transformation|Developmental Disabilities|Colonic Neoplasms|Diabetes Mellitus, Non-Insulin-Dependent|Dystonia|Profound Mental Retardation|Jacksonian Seizure|Liver neoplasms|Mental Retardation, Psychosocial|Inborn Errors of Metabolism|Microcephaly|Myotonia|nervous system disorder|Degenerative polyarthritis|Peritoneal Neoplasms|Seizures|Spastic Paraplegia|Child Development Deviations|Child Development Disorders, Specific|Cataract|Osteoarthrosis Deformans|Complex partial seizures|Generalized seizures|Clonic Seizures|Ataxia, Sensory|Visual seizure|Tonic Seizures|Epileptic drop attack|Idiopathic generalized epilepsy|stomatocytic anemia|Ataxia, Motor|Conventional (Clear Cell) Renal Cell Carcinoma|Malignant neoplasm of liver|Malignant mesothelioma|Carcinomatosis of peritoneal cavity|Seizures, Somatosensory|Seizures, Auditory|Olfactory seizure|Gustatory seizure|Vertiginous seizure|Developmental delay (disorder)|Ataxia, Truncal|Tonic - clonic seizures|Abnormal coordination|Epileptic encephalopathy|Global developmental delay|Stomatocytosis Result|Breast Carcinoma|Ataxia, Appendicular|Tremor, Rubral|Non-epileptic convulsion|Single Seizure|Atonic Absence Seizures|Convulsive Seizures|Seizures, Focal|Seizures, Sensory|Mental deficiency|ovarian neoplasm|Malignant neoplasm of ovary|Ductal Carcinoma|Mammary Neoplasms, Human|Chromophobe Renal Cell Carcinoma|Sarcomatoid Renal Cell Carcinoma|Collecting Duct Carcinoma of the Kidney|Papillary Renal Cell Carcinoma|Atypical Ductal Breast Hyperplasia|Mammary Neoplasms|CHOREOATHETOSIS/SPASTICITY, EPISODIC|Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly|EPILEPSY, CHILDHOOD ABSENCE, 1|DYSTONIA 18 (disorder)|Glut1 Deficiency Syndrome|Paroxysmal choreoathetosis|Paroxysmal nonkinesigenic dyskinesia|Microlissencephaly|Liver carcinoma|GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE|Nonepileptic Seizures|EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12|Intellectual Disability|Severe Congenital Microcephaly|Convulsions|Absence Seizures|Epileptic Seizures|Myoclonic Seizures|Generalized Absence Seizures|GLUT1 DEFICIENCY SYNDROME 1|Mammary Carcinoma, Human"
