"marker_symbol","impc_significant_parameter_name","gene_id"
"Tbc1d8","Gross Findings Male|Number of rears - total|Periphery average speed|Time mobile light side|Lens Opacity|Whole arena resting time|Distance travelled - total|Whole arena average speed|Retina (combined)","54610"
"Tbc1d8b","Left anterior chamber depth","245638"
"Tbc1d9b","Bone Mineral Density (excluding skull)","76795"
"Tbcc","Outcome","72726"
"Tbccd1","Skin color - tail|Initial response to glucose challenge|Gross Findings Female|Gross Findings Male","70573"
"Tbce","Lens Opacity|Viability Outcome|Lens|Vitreous","70430"
"Tbck","Viability Outcome","271981"
"Tbkbp1","Lymphocyte cell count|White blood cell count|Monocyte cell count","73174"
"Tbl1xr1","Urea (Blood Urea Nitrogen - BUN)|Vibrissae - presence|Heart weight|Large intestine","81004"
"Tbr1","Urea (Blood Urea Nitrogen - BUN)|Albumin|Red blood cell count|% Pre-pulse inhibition - PPI3|Total protein|Viability Outcome|Glucose","21375"
"Tbx10","Glucose|Aspartate aminotransferase","109575"
"Tbx20","Heart|Mean platelet volume|Vascular morphology|Placenta Morphology|Hemorrhage|Branchial arch morphology|Heart morphology|Neural tube morphology|Viability Outcome|Vitelline vasculature morphology|Heart looping|Neural tube closure|Total cholesterol|Pale yolk sac|Forebrain|Albumin|Total protein|Visceral yolk sac morphology","57246"
"Tbx4","Pale yolk sac|Knee joint - MPATH pathological process term|Embryo Size|Outcome","21387"
"Tcaim","Total cholesterol|Monocyte differential count","382117"
"Tcea2","Center distance travelled","21400"
"Tceal1","Kidney|Whole arena resting time|Percent time in dark|Fat/Body weight|Center permanence time|Percentage center time|Distance travelled - total|Percentage center movement time|Periphery permanence time|Number of rears - total|Eye with optic nerve|Basophil differential count|Percent time in light|Fat mass|Lean mass|Lean/Body weight","237052"
"Tceal3","Skin|Lymph node|Urinary bladder|Basophil cell count|Basophil differential count","594844"
"Tceal5","Total cholesterol","331532"
"Tceal9","Alkaline phosphatase|Red blood cell distribution width","22381"
"Tcerg1","Viability Outcome|Delayed embryonic development","56070"
"Tcerg1l","Fasted blood glucose concentration|Lean/Body weight|Potassium|Fat/Body weight|Glucose|Triglycerides","70571"
"Tcf19","Total cholesterol","106795"
"Tcf20","Bone Mineral Density (excluding skull)|Iron|Fat/Body weight|Insulin|BMC/Body weight|Lean/Body weight|Body length|Alkaline phosphatase","21411"
"Tcf21","Edema|Placenta Morphology|Placenta Vasculature|Microphthalmia|Blood Vessel Morphology|Delayed embryonic development","21412"
"Tcf25","Platelet count|Kidney|Fasted blood glucose concentration|Testes","66855"
"Tcf4","Bone Mineral Density (excluding skull)|Potassium|Retina (combined)|Magnesium|Viability Outcome","21413"
"Tcf4","Bone Mineral Density (excluding skull)|Potassium|Retina (combined)|Magnesium|Viability Outcome","21416"
"Tcf7l2","Viability Outcome|Fat/Body weight|BMC/Body weight|Alkaline phosphatase|Bone Mineral Density (excluding skull)|Lean/Body weight","21416"
"Tchh","Periphery average speed|Whole arena average speed|Periphery resting time|Distance travelled - total|Fat mass","99681"
"Tchp","Incisors morphology|LDL-cholesterol|Total food intake|Total cholesterol|HDL-cholesterol","77832"
"Tcte1","Forelimb and hindlimb grip strength measurement mean|Gross Findings Male|Platelet count","21645"
"Tcte1","Forelimb and hindlimb grip strength measurement mean|Gross Findings Male|Platelet count","67117"
"Tctn1","Viability Outcome|Eye with optic nerve","654470"
"Tctn3","Center permanence time|Periphery permanence time|HDL-cholesterol|Body wall morphology|Polydactyly|Anophthalmia|Embryo Size|Total cholesterol|Viability Outcome|Percentage center time","67590"
"Tdo2","Uterus|% Pre-pulse inhibition - PPI1|Edema|Microphthalmia|QRS|Heart|Viability Outcome|Embryo Size|Number of rears - total","56720"
"Tdp1","Lens Opacity|Retinal Blood Vessels|Retinal Blood Vessels Pattern","104884"
"Tdrd3","Center distance travelled|Percentage center movement time","219249"
"Tdrkh","Fasted blood glucose concentration","72634"
"Tdrp","Kidney|Epididymis|Uterus","72148"
"Tead1","Embryo Size|Outcome|Left corneal thickness|Left anterior chamber depth|Embryo turning|Right anterior chamber depth|Right corneal thickness|Teeth|Retina (combined)|Fat mass|Bone Mineral Density (excluding skull)|Fat/Body weight","21676"
"Tead3","Bone Mineral Density (excluding skull)|Trabecular Number (mm-1)|Glucose|Magnesium|Albumin","21678"
"Tecpr2","Number of rears - total|Periphery distance travelled|Periphery average speed|Time mobile light side|Distance travelled - total|Whole arena average speed|Center average speed|Whole arena resting time|Center distance travelled","104859"
"Tecr","Area under glucose response curve|Stomach|Pancreas|Viability Outcome","106529"
"Tedc1","Lymph node|Delayed embryonic development|Skin|Calcium|Heart morphology|Embryo Size|Heart looping|Basophil differential count|Outcome|Urea (Blood Urea Nitrogen - BUN)|Uterus","104732"
"Tedc2","Embryo turning|Viability Outcome|Outcome","72016"
"Teddm1a","White blood cell count|Alkaline phosphatase|Lymphocyte cell count|Gross Findings Male|Neutrophil cell count","240819"
"Tek","Right outer nuclear layer|Pericardium Morphology|Outcome|Right total retinal thickness","21687"
"Telo2","Center distance travelled|Outcome|Viability Outcome","71718"
"Tenm4","Response amplitude - S|Percent time in dark|Sciatic nerve - MPATH pathological process term|Fasted blood glucose concentration|Chloride|BMC/Body weight|Heart weight|Sodium|Spleen weight|Bone Mineral Density (excluding skull)|Corneal opacity|Forelimb and hindlimb grip strength normalised against body weight|Forelimb grip strength normalised against body weight|Percent time in light|Lean mass","23966"
"Tent4a","Shape of vertebrae|Testes|Gall bladder|B Cells|CD4 CD44+CD62L- NKT cells|Eosinophil differential count|CD8 CD44+CD62L+ T cells|DN CD25+ NKT cells|CD4 NKT cells|6kHz-evoked ABR Threshold|Cervical processes|B1B Cells|Forelimb and hindlimb grip strength measurement mean|Transitional vertebrae|DN CD44+CD62L+ NKT cells|DN NKT cells|Forelimb grip strength measurement mean","210106"
"Tent5a","Locomotor activity|Contact righting|ALTERNATIVE - Bone|ALTERNATIVE - Liver|Difference in Cue Tone and Cue Baseline % Freezing|Respiratory Exchange Ratio|Weight|NK Subsets (Q2)|Gait|ALTERNATIVE - Thymus|ALTERNATIVE - Tooth|NK Subsets (Q3)|LVAWd","212943"
"Tent5c","Viability Outcome|Mean corpuscular hemoglobin","74645"
"Tep1","Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean|White blood cell count|Lymphocyte cell count","21745"
"Terb1","Thymus|Ovary","320022"
"Terf2ip","Skin|Bone Mineral Content (excluding skull)|Bone Mineral Density (excluding skull)|Body length|Cue Baseline % Freezing Time|Red blood cell distribution width","57321"
"Tesk1","Area under glucose response curve","21754"
"Tesk2","18kHz-evoked ABR Threshold","230661"
"Tex2","Alanine aminotransferase|Forelimb grip strength normalised against body weight|Retinal Blood Vessels Structure|Lens|Body length|Synechia|Retinal Blood Vessels Pattern|Persistence of hyaloid vascular system|HR|Fusion between cornea and lens|Vitreous|Lens Opacity|Optic Disc|Retinal Blood Vessels","21763"
"Tex21","Fasted blood glucose concentration|HR","80384"
"Tex261","Hemoglobin|BMC/Body weight|Insulin|Red blood cell distribution width|Total cholesterol|Calcium|Bone Mineral Density (excluding skull)|Glycerol|Fat/Body weight|LDL-cholesterol|Fructosamine|Albumin|White blood cell count|Lean mass|Lean/Body weight|Bone Mineral Content (excluding skull)|Total protein|Triglycerides|HDL-cholesterol","21766"
"Tex261","Hemoglobin|BMC/Body weight|Insulin|Red blood cell distribution width|Total cholesterol|Calcium|Bone Mineral Density (excluding skull)|Glycerol|Fat/Body weight|LDL-cholesterol|Fructosamine|Albumin|White blood cell count|Lean mass|Lean/Body weight|Bone Mineral Content (excluding skull)|Total protein|Triglycerides|HDL-cholesterol","67781"
"Tex29","White blood cell count|Limb grasp","75528"
"Tex37","Whole arena resting time|Insulin","74221"
"Tex38","Bone Mineral Density (excluding skull)|Free fatty acids|Gross Findings Male|BMC/Body weight|Bone Mineral Content (excluding skull)|Lean mass","75173"
"Tex45","Heart weight","76406"
"Tfap2b","Ejection Fraction|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight","21419"
"Tfap4","Fat/Body weight|Lean/Body weight|Total cholesterol|Heart|Number of lumbar vertebrae|Bone Mineral Density (excluding skull)|Triglycerides|Insulin|Mean cell volume|Uterus|Number of pelvic vertebrae","83383"
"Tfeb","Fat mass|Lean mass|Responsive to tactile stimuli|Bone Mineral Content (excluding skull)|Trunk curl|Bone Mineral Density (excluding skull)|Lean/Body weight|Outcome","21425"
"Tfec","Total cholesterol|Insulin","21426"
"Tff1","Fructosamine|Platelet count|Albumin|Lean/Body weight","21784"
"Tfr2","Large intestine|Liver|Mean corpuscular hemoglobin|Red blood cell count|Heart|Mean cell volume|Mean cell hemoglobin concentration|Iron|Spleen weight|Hemoglobin","50765"
"Tfrc","Red blood cell count|Outcome|Mean cell volume|Mean corpuscular hemoglobin|Gait|Phosphorus|Vocalization|Viability Outcome","22042"
"Tg","Number of rears - total|Total holepokes|Side changes|Area under glucose response curve|Center permanence time|Percentage center time|Fasted blood glucose concentration|Gross Findings Male|Periphery permanence time","21819"
"Tg","Number of rears - total|Total holepokes|Side changes|Area under glucose response curve|Center permanence time|Percentage center time|Fasted blood glucose concentration|Gross Findings Male|Periphery permanence time","232223"
"Tgds","Somite Morphology|Heart morphology|Viability Outcome","76355"
"Tgfb1i1","Initial response to glucose challenge|Urea (Blood Urea Nitrogen - BUN)|BMC/Body weight|Glycerol|Total cholesterol","21804"
"Tgfb3","Center resting time|Eosinophil cell count","21809"
"Tgfbr2","Liver|Kidney|Heart|Alanine aminotransferase|Viability Outcome","21813"
"Tgfbr3","Edema|Hemorrhage|Craniofacial morphology|Placenta Morphology|Placenta Vasculature|Viability Outcome|Pale Liver|Kidney|Liver Size|Delayed embryonic development|Blood Vessel Morphology|Microphthalmia","21814"
"Tgfbr3l","Body length","100044509"
"Tgif2","Calcium|Bone Mineral Density (excluding skull)|Viability Outcome","228839"
"Tgif2","Calcium|Bone Mineral Density (excluding skull)|Viability Outcome","245583"
"Tgm3","Kidney","21818"
"Tgm6","Persistence of hyaloid vascular system|Lean mass|Bone Mineral Content (excluding skull)|Area under glucose response curve|Fat/Body weight|Bone Mineral Density (excluding skull)|Albumin|Lean/Body weight|Fat mass","241636"
"Th","Viability Outcome|Gait","14062"
"Th","Viability Outcome|Gait","19885"
"Th","Viability Outcome|Gait","21823"
"Th","Viability Outcome|Gait","110960"
"Thap1","Embryo Size|Delayed embryonic development|Viability Outcome|Forelimb and hindlimb grip strength measurement mean|Cornea|Outcome","73754"
"Thbd","Spleen weight|Viability Outcome","21824"
"Thbs1","Heart|Liver|Insulin|BMC/Body weight|Fat/Body weight|Lung","21825"
"Theg","rMSSD","21830"
"Thegl","Left corneal thickness|Chloride|Tremor","71868"
"Thg1l","Viability Outcome|Large intestine","66628"
"Thoc3","Outcome|Viability Outcome","73666"
"Thoc6","Delayed embryonic development|Locomotor activity|Ovary|Outcome|Embryo Size|Lung|Lymph node","386612"
"Thoc7","Outcome|Viability Outcome","66231"
"Thpo","baseline Frequency of breathing|baseline Inspiratory time|Creatinine|PBS Inspiratory time|12.5 Mch Enhanced pause|Skull shape|Insulin","21832"
"Thra","Whole arena average speed|Locomotor activity|Center average speed|Distance travelled - total|LVIDs|Response amplitude - S|Alkaline phosphatase|Periphery distance travelled|Whole arena resting time|Center distance travelled|% Context freezing total|Bone Area|QT|Viability Outcome|Response amplitude - BN|Fat/Body weight|Tail elevation|BMC/Body weight|% Freezing duration context-1|% Freezing duration context-2|Response amplitude - PP2_S|Response amplitude - PP4_S|Response amplitude - PP4|% Freezing duration context-3|Response amplitude - PP3_S|Response amplitude - PP2|Response amplitude - PP1_S|Time mobile light side|ST|Response amplitude - PP1|Periphery average speed|Right total retinal thickness|Bone Mineral Density (excluding skull)|Lean/Body weight|Bone Mineral Content (excluding skull)|Time mobile dark side|Body weight|Area under glucose response curve|Left inner nuclear layer|Urea (Blood Urea Nitrogen - BUN)|Right inner nuclear layer|Limb grasp|Left total retinal thickness|Periphery resting time|LVIDd|Context freezing total|Aspartate aminotransferase|Response amplitude - PP3","21833"
"Thsd1","Mean cell volume|Mean corpuscular hemoglobin|Response amplitude - S|rMSSD","56229"
"Thsd4","Heart weight","207596"
"Thsd7a","Center distance travelled|Whole arena resting time|Time mobile light side|Distance travelled - total|Lens|Bone Mineral Content (excluding skull)|Area under glucose response curve|Retina (combined)|Periphery average speed|Whole arena average speed|Periphery distance travelled|BMC/Body weight|Latency to first transition into dark","330267"
"Thyn1","Percentage center time|Periphery resting time|Center permanence time|Periphery permanence time","77862"
"Tial1","Platelet count|Bone Mineral Density (excluding skull)|Triglycerides|Lean mass|Fat/Body weight|Total cholesterol|Urea (Blood Urea Nitrogen - BUN)|Calcium|HDL-cholesterol|Fat mass|Glycerol","21843"
"Tiam1","Lymphocyte cell count|Whole arena average speed","21844"
"Tigit","Potassium|Creatinine","100043314"
"Timeless","Viability Outcome","21853"
"Timm10b","Viability Outcome","14356"
"Timm13","Outcome|Difference in Conditioning Post-shock and Conditioning Baseline % Freezing|Uterus|Seminal vesicle|Spleen|Liver|Thymus|Kidney","30055"
"Timm22","Whole arena average speed|Distance travelled - total|Periphery average speed|Outcome|Viability Outcome|Center distance travelled|Whole arena resting time","56322"
"Timm50","Fat/Body weight|Fat mass|Right outer nuclear layer|BMC/Body weight|Viability Outcome|Outcome|Bone Mineral Content (excluding skull)|Lean/Body weight|Lean mass","66525"
"Timm8a1","Liver - MPATH pathological entity term|Sciatic nerve - MPATH pathological process term|Liver - MPATH pathological process term|Latency to first transition into dark|Response amplitude - S|Spleen weight","30058"
"Timmdc1","Dorsal coat/hair appearance|Ventral coat/hair appearance|Head coat/hair appearance|Alkaline phosphatase|Limb coat/hair appearance|Triglycerides|Viability Outcome","76916"
"Timp1","Humerus|Femur","21857"
"Timp2","Lean mass|Right total retinal thickness","21858"
"Timp3","Retina (combined)|Retinal Blood Vessels Pattern","21859"
"Timp4","Skin|Heart weight|Heart|Spleen|Eye with optic nerve|Response amplitude - S","110595"
