"marker_symbol","impc_significant_procedure_name","gene_id"
"Slc2a2","Viability Primary Screen|Electrocardiogram (ECG)","20526"
"Slc2a5","Eye Morphology|Gross Pathology and Tissue Collection|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Immunophenotyping","56485"
"Slc2a7","Hole-board Exploration","435818"
"Slc30a2","Eye Morphology|Viability E9.5 Secondary Screen|Organ Weight|Intraperitoneal glucose tolerance test (IPGTT)|Acoustic Startle and Pre-pulse Inhibition (PPI)","230810"
"Slc30a4","Grip Strength|X-ray|Open Field|Intraperitoneal glucose tolerance test (IPGTT)|Eye Morphology|Combined SHIRPA and Dysmorphology","22785"
"Slc30a7","Acoustic Startle and Pre-pulse Inhibition (PPI)","66500"
"Slc30a8","Histopathology","239436"
"Slc35b4","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Viability E12.5 Secondary Screen|Clinical Chemistry|Organ Weight|Viability Primary Screen","58246"
"Slc35c2","Open Field - centre start|Combined SHIRPA and Dysmorphology|Hole-board Exploration","228875"
"Slc35d1","Gross Morphology Embryo E18.5|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology","242585"
"Slc35f5","Clinical Chemistry","74150"
"Slc36a1","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Gross Morphology Embryo E12.5|Hematology|Eye Morphology","215335"
"Slc36a2","Combined SHIRPA and Dysmorphology","246049"
"Slc37a1","Clinical Chemistry|Eye Morphology|Gross Pathology and Tissue Collection","56857"
"Slc37a1","Clinical Chemistry|Eye Morphology|Gross Pathology and Tissue Collection","224674"
"Slc38a10","Histopathology|Body Composition (DEXA lean/fat)|Heart Weight|Clinical Chemistry|Hematology","72055"
"Slc38a11","Gross Pathology and Tissue Collection|Insulin Blood Level","320106"
"Slc38a2","Clinical Chemistry|Hematology|X-ray|Viability Primary Screen","67760"
"Slc39a10","Combined SHIRPA and Dysmorphology|Viability E9.5 Secondary Screen|Viability Primary Screen","227059"
"Slc39a4","Gross Morphology Embryo E9.5|Viability Primary Screen|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen","72027"
"Slc39a5","Clinical Chemistry","72002"
"Slc39a7","Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen|Viability Primary Screen|Eye Morphology","14977"
"Slc39a8","Viability Primary Screen|Eye Morphology","67547"
"Slc3a1","Gross Pathology and Tissue Collection|Histopathology|Organ Weight","20532"
"Slc40a1","Viability Primary Screen|Viability E12.5 Secondary Screen|Body Composition (DEXA lean/fat)|Clinical Chemistry","53945"
"Slc41a2","Open Field - centre start","338365"
"Slc44a1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology|Eye Morphology|Body Composition (DEXA lean/fat)|Echo","100434"
"Slc44a2","Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Acoustic Startle and Pre-pulse Inhibition (PPI)","68682"
"Slc44a3","Eye Morphology|Open Field","213603"
"Slc44a4","Electrocardiogram (ECG)|Acoustic Startle and Pre-pulse Inhibition (PPI)","70129"
"Slc46a1","Open Field - centre start|Hematology|Clinical Chemistry|Electrocardiogram (ECG)|Light-Dark Test|Insulin Blood Level","52466"
"Slc46a3","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Light-Dark Test|Hematology","71706"
"Slc47a1","Clinical Chemistry|Combined SHIRPA and Dysmorphology|Eye Morphology","67473"
"Slc49a4","Gross Pathology and Tissue Collection|Hematology","224132"
"Slc4a10","Auditory Brain Stem Response|Hematology|Open Field|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection","94229"
"Slc4a1ap","Combined SHIRPA and Dysmorphology","20534"
"Slc51b","Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Histopathology|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","330962"
"Slc52a2","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|X-ray","52710"
"Slc5a2","Histopathology","246787"
"Slc5a5","Body Composition (DEXA lean/fat)|Hole-board Exploration|Auditory Brain Stem Response|Sleep Wake|Eye Morphology|Intraperitoneal glucose tolerance test (IPGTT)","114479"
"Slc5a7","Clinical Chemistry|Viability Primary Screen|Hematology|Grip Strength|Combined SHIRPA and Dysmorphology","63993"
"Slc6a14","Hematology|Gross Pathology and Tissue Collection|Open Field","56774"
"Slc6a2","Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Viability Primary Screen","20538"
"Slc6a3","Combined SHIRPA and Dysmorphology|Open Field - centre start|Clinical Chemistry|Sleep Wake|Intraperitoneal glucose tolerance test (IPGTT)","13162"
"Slc6a5","X-ray|Viability Primary Screen|Hematology","20538"
"Slc6a5","X-ray|Viability Primary Screen|Hematology","104245"
"Slc6a6","Light-Dark Test|Electrocardiogram (ECG)|Gross Pathology and Tissue Collection|Open Field|Fear Conditioning|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Eye Morphology","21366"
"Slc6a7","Body Composition (DEXA lean/fat)|Viability Primary Screen|Hole-board Exploration","240332"
"Slc7a11","Eye Morphology|Body Composition (DEXA lean/fat)|Clinical Chemistry|Auditory Brain Stem Response","26570"
"Slc7a13","Insulin Blood Level|Organ Weight","74087"
"Slc7a14","Clinical Chemistry","241919"
"Slc7a2","X-ray|Clinical Chemistry","11988"
"Slc7a3","Body Composition (DEXA lean/fat)|Electrocardiogram (ECG)","11989"
"Slc7a7","Gross Morphology Embryo E18.5|Gross Morphology Placenta E18.5|Body Composition (DEXA lean/fat)","20540"
"Slc7a8","X-ray|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Clinical Chemistry","50934"
"Slc8a3","Hematology|Sleep Wake|Acoustic Startle and Pre-pulse Inhibition (PPI)","110893"
"Slc8b1","Clinical Chemistry|Urinalysis|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology","170756"
"Slc9a1","Light-Dark Test|Fertility of Homozygous Knock-out Mice|Electrocardiogram (ECG)","20544"
"Slc9a3","Hematology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Grip Strength|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","105243"
"Slc9a3r2","Hematology","65962"
"Slc9a4","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Histopathology","110895"
"Slc9a5","Hole-board Exploration|Body Composition (DEXA lean/fat)","277973"
"Slc9b1","Gross Pathology and Tissue Collection|Open Field","74446"
"Slco6c1","Clinical Chemistry","74441"
"Slco6d1","Gross Pathology and Tissue Collection|Eye Morphology","70866"
"Slfn1","Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Clinical Chemistry|Organ Weight|Body Composition (DEXA lean/fat)|Insulin Blood Level","20555"
"Slit2","Gross Pathology and Tissue Collection|Gross Morphology Placenta E14.5-E15.5|Viability Primary Screen","20563"
"Slitrk1","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Grip Strength|Combined SHIRPA and Dysmorphology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","76965"
"Slitrk2","Gross Pathology and Tissue Collection|Fear Conditioning|Clinical Chemistry|Hole-board Exploration|Body Composition (DEXA lean/fat)|Open Field","245450"
"Slitrk4","Clinical Chemistry|Hematology","245446"
"Slitrk5","Gross Pathology and Tissue Collection|Clinical Chemistry","75409"
"Slmap","Gross Morphology Embryo E18.5|Viability Primary Screen","83997"
"Slu7","Body Composition (DEXA lean/fat)|Hematology|Viability Primary Screen","193116"
"Slurp1","Open Field|Grip Strength|Eye Morphology","57277"
"Slx4ip","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","74243"
"Smagp","Eye Morphology|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)","207818"
"Smarca2","Body Composition (DEXA lean/fat)","67155"
"Smarcad1","Open Field - centre start|Gross Morphology Embryo E18.5","13990"
"Smarcb1","Combined SHIRPA and Dysmorphology|Eye Morphology|Viability E9.5 Secondary Screen|Body Composition (DEXA lean/fat)","20587"
"Smarcc2","Viability Primary Screen|Electrocardiogram (ECG)|Light-Dark Test","68094"
"Smarcd2","Gross Morphology Embryo E14.5-E15.5|Clinical Chemistry|Viability Primary Screen","83796"
"Smarcd3","Viability Primary Screen|Viability E18.5 Secondary Screen","66993"
"Smc3","Histopathology|Viability Primary Screen","13006"
"Smc5","Clinical Chemistry|Combined SHIRPA and Dysmorphology|Viability Primary Screen","226026"
"Smc6","Viability Primary Screen|Indirect Calorimetry|Clinical Chemistry","67241"
"Smco2","Body Composition (DEXA lean/fat)","69371"
"Smdt1","Gross Morphology Embryo E18.5|Open Field - centre start|Clinical Chemistry|Combined SHIRPA and Dysmorphology","69029"
"Smg1","Clinical Chemistry|Viability Primary Screen","233789"
"Smg5","Open Field|Viability Primary Screen","229512"
"Smg6","Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection|Hematology|Combined SHIRPA and Dysmorphology|Viability Primary Screen","103677"
"Smg9","Gross Morphology Embryo E18.5|Viability Primary Screen","71997"
"Smim1","Clinical Chemistry|Body Composition (DEXA lean/fat)","68859"
"Smim11","Open Field","68936"
"Smim23","Clinical Chemistry|Hematology|Open Field|Gross Pathology and Tissue Collection","69351"
"Smim6","Open Field","68528"
"Smim8","Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field|Gross Pathology and Tissue Collection|Clinical Chemistry","66291"
"Smo","Gross Morphology Embryo E9.5|Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Viability E12.5 Secondary Screen","27263"
"Smo","Gross Morphology Embryo E9.5|Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Viability E12.5 Secondary Screen","64074"
"Smo","Gross Morphology Embryo E9.5|Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Viability E12.5 Secondary Screen","319757"
"Smoc1","Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Hematology|X-ray|Open Field|Histopathology|Clinical Chemistry|Viability Primary Screen","64075"
"Smoc2","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","64074"
"Smpd4","Fertility of Homozygous Knock-out Mice|Body Composition (DEXA lean/fat)|Clinical Chemistry|Viability Primary Screen","77626"
"Smpdl3a","Gross Pathology and Tissue Collection|Clinical Chemistry|Histopathology|Hematology","57319"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","20603"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","20605"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","20606"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","20607"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","20608"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","20609"
"Sms","Histopathology|Fertility of Homozygous Knock-out Mice","671878"
"Smurf1","Open Field|Combined SHIRPA and Dysmorphology","75788"
"Smurf2","Histopathology|X-ray|Viability Primary Screen","66313"
"Smyd4","Histopathology","319822"
"Snai2","Gross Pathology and Tissue Collection|Viability Primary Screen","20583"
"Snai3","Echo","30927"
"Snap23","Organ Weight|Viability Primary Screen|Combined SHIRPA and Dysmorphology|Viability E9.5 Secondary Screen|Hematology","20619"
"Snap29","Histopathology","67474"
"Snap47","Body Composition (DEXA lean/fat)","67826"
"Snapc1","Viability E12.5 Secondary Screen|Viability Primary Screen|Viability E9.5 Secondary Screen|Combined SHIRPA and Dysmorphology|Clinical Chemistry","75627"
"Snapc2","Viability E9.5 Secondary Screen|Viability Primary Screen","102209"
"Snapin","Hematology|Eye Morphology|Viability Primary Screen|Viability E12.5 Secondary Screen|Clinical Chemistry|Electroconvulsive Threshold Testing","20615"
"Snca","Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)|Hematology","20617"
"Sncb","Hematology|Body Composition (DEXA lean/fat)","104069"
"Snd1","Clinical Chemistry","56463"
"Snph","Organ Weight","241727"
"Snrnp200","Viability Primary Screen|Viability E9.5 Secondary Screen|Gross Pathology and Tissue Collection|Hematology","320632"
"Snrnp27","Viability E12.5 Secondary Screen|Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Viability E9.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)","66618"
"Snrpb2","Viability Primary Screen","20639"
"Sntn","Light-Dark Test|Open Field","218739"
"Snx10","Gross Pathology and Tissue Collection","71982"
"Snx12","Electrocardiogram (ECG)|Grip Strength","55988"
"Snx13","Hematology","217463"
"Snx14","Hematology|Viability Primary Screen|Combined SHIRPA and Dysmorphology","244962"
"Snx15","Clinical Chemistry|Combined SHIRPA and Dysmorphology","69024"
"Snx18","Open Field - centre start|Viability Primary Screen","170625"
"Snx22","Acoustic Startle and Pre-pulse Inhibition (PPI)|Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection","382083"
"Snx25","Viability Primary Screen|Clinical Chemistry|Echo|Open Field|Hematology","102141"
"Snx27","Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen","76742"
"Snx29","Auditory Brain Stem Response","74478"
"Snx3","Gross Morphology Embryo E18.5|Gross Morphology Embryo E12.5|Gross Morphology Embryo E14.5-E15.5|Hole-board Exploration|Viability Primary Screen|Light-Dark Test|Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","54198"
"Snx8","Clinical Chemistry|Body Composition (DEXA lean/fat)|Hematology","231834"
"Socs1","Viability Primary Screen|Open Field","12703"
"Socs7","Histopathology","67296"
"Socs7","Histopathology","192157"
"Son","Hematology","20658"
"Sorbs2","Combined SHIRPA and Dysmorphology|Hematology|Clinical Chemistry|Electrocardiogram (ECG)|Open Field - centre start|Eye Morphology","234214"
"Sorcs2","Hematology","81840"
"Sorl1","Echo|Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection|Fear Conditioning|Eye Morphology|Grip Strength|Hematology","20660"
"Sort1","Viability Primary Screen","20661"
"Sostdc1","Viability Primary Screen|Eye Morphology","66042"
"Sowaha","Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Fear Conditioning|Light-Dark Test|Eye Morphology","237761"
"Sox14","Open Field|Combined SHIRPA and Dysmorphology|X-ray|Auditory Brain Stem Response|Grip Strength|Fertility of Homozygous Knock-out Mice|Heart Weight","20669"
"Sox18","Open Field - centre start|Hematology|Clinical Chemistry","20672"
"Sox2","Viability Primary Screen","20674"
"Sox30","Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology","214105"
"Sp5","Open Field - centre start","18689"
"Sp5","Open Field - centre start","64406"
"Spag11a","Clinical Chemistry","78128"
"Spag17","Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Fertility of Homozygous Knock-out Mice","74362"
"Spag4","Open Field - centre start","245865"
"Sparcl1","Fear Conditioning|Gross Pathology and Tissue Collection","13602"
"Spast","Gross Pathology and Tissue Collection|Hematology","50850"
"Spata16","Fertility of Homozygous Knock-out Mice|Hematology","70862"
"Spata2","Organ Weight","263876"
"Spata22","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Fertility of Homozygous Knock-out Mice","380709"
"Spata24","Open Field|Hematology","71242"
"Spata25","Clinical Chemistry","75642"
"Spata3","Open Field - centre start","70060"
"Spata31d1c","Combined SHIRPA and Dysmorphology","238683"
"Spata31d1d","Body Composition (DEXA lean/fat)|Electrocardiogram (ECG)","238663"
"Spata46","Gross Pathology and Tissue Collection","76925"
"Spata5","Viability E9.5 Secondary Screen|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology","57815"
"Spata6","Challenge Whole Body Plethysmography|X-ray|Fertility of Homozygous Knock-out Mice","67946"
"Spata7","Intraperitoneal glucose tolerance test (IPGTT)|Eye Morphology","104871"
"Spatc1l","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","76573"
"Spc25","Viability Primary Screen|Viability E9.5 Secondary Screen","66442"
"Spdye4b","Gross Pathology and Tissue Collection|Histopathology","330228"
"Specc1l","Heart Weight|Light-Dark Test","74392"
"Speer4f1","Viability Primary Screen|Hematology|Gross Pathology and Tissue Collection|Clinical Chemistry|Body Composition (DEXA lean/fat)","70935"
"Spg20","Echo","229285"
"Sphk1","Gross Pathology and Tissue Collection|Hematology","20698"
"Spi1","Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen","20375"
"Spice1","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","212514"
"Spidr","Hematology|Eye Morphology|Fertility of Homozygous Knock-out Mice|Histopathology|Body Composition (DEXA lean/fat)|Clinical Chemistry","224008"
"Spin1","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Open Field - centre start|Viability Primary Screen|Eye Morphology","20729"
"Spin1","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Open Field - centre start|Viability Primary Screen|Eye Morphology","73658"
"Spin2c","Open Field - centre start|Body Composition (DEXA lean/fat)","278240"
"Spink12","Combined SHIRPA and Dysmorphology|Eye Morphology|Hematology","78242"
"Spink13","Electrocardiogram (ECG)|Gross Pathology and Tissue Collection|Clinical Chemistry","100038417"
"Spink14","Clinical Chemistry|Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","433178"
"Spink2","Fertility of Homozygous Knock-out Mice|Gross Pathology and Tissue Collection","69982"
"Spink5","Viability Primary Screen","72432"
"Spink6","Immunophenotyping","433180"
"Spint1","Viability Primary Screen","20732"
